ENTRY (NUMBER),First author (name),publication (year),Scientific (Journal),DOI (number),matrix (used),Sample name (tag),PFAS (abreviation),PFAS (Subfamily),Empirical (Formula),MW ([g/mol]),pKa1 ([-]),pKa2 ([-]),f(+) ([-]),f(+-) ([-]),f(- + -) ([-]),f(-) ([-]),f(- -) ([-]),f (0) ([-]),sum ([-]),charge [+] / mol ([C/mol]),charge [-] / mol ([C/mol]),Effective MW ([g/mol]),Faraday (C/mol),net charge density ([C/g]),C number ([n]),F number ([n]),C/F ([-]),%F ([%]),CF2 ([n]),log (S),log (Kow),pH (measured),pH (method),Fe ((g/kg)),Fe ((mmol/kg)),Fe (%),Al ((g/kg)),Al ((mmol/kg)),Al (%),Fe/Al (method),CEC (cmol+/kg),CEC (method),Sand (% mineral),Silt (% mineral),Clay (% mineral),Texture (method),Sum (% mineral),Corg (%),foc,Batch information (Contact solution),SL min (g/L),SL max (g/L),Cin min (ppb),Cin max (ppb),Kd (L/Kg),Koc (L/Kg OC),log Koc ([-]),log Kd ([-]),Comments on the derivation of Kd (from literature studies),KFr (reported),KFr (reported units),1/n ([-]),Harmonized KFr ((ug/kg)/(ug/L)^(1/n)),Cw (ug/L),Cs (ug/kg),Kd (L/kg),,
828,Chun You ,2010,Environmental Pollution,doi:10.1016/j.envpol.2010.01.009,sediment,TH10,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999634187609643,0,3.6581239036084515E-6,1,0,-0.99999634187609643,498.93740365812391,96485,-193.38026441494705,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.53674,KNN input,not reported,not reported,not reported,not reported,not reported,not reported,not reported,10.3,not reported,14.9,78.599999999999994,6.61,not reported,100.11,0.16,1.6000000000000001E-3,"0,005 M CaCl2",125,-,0.5,100,2.23,1393.75,3.1441848803922361,0.34830486304816066,Reported Kd originated from a linear isotherm,,,,,,,,,
829,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,JS,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999998415106828,0,1.5848931673422437E-8,1,0,-0.99999998415106828,498.93740001584888,96485,-193.38097017331424,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.9,"1:2,5 deionized water",6.6940259252301342,119.86795461062108,0.66940259252301337,0.39692036092585331,14.711651628089447,3.9692036092585328E-2,DCB,8,not reported,46,48,6,not reported,100,0.87,8.6999999999999994E-3,Millipore Water,10,-,10,1000,18,2068.9655172413795,3.3157532524846878,1.255272505103306,Kd reportet as L/g is actually L/kg,,,,,,,,,
830,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,CQ,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998711767043957,0,1.2882329560378492E-5,1,0,-0.99998711767043957,498.93741288232951,96485,-193.37847705396931,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.99,"1:2,5 deionized water",12.835462458513371,229.84085340699028,1.2835462458513371,0.36516673205178501,13.534719497842291,3.6516673205178499E-2,DCB,33.299999999999997,not reported,51,29,20,not reported,100,0.99,9.8999999999999991E-3,Millipore Water,10,-,10,1000,29,2929.2929292929298,3.4667628033014064,1.4623979978989561,Kd reportet as L/g is actually L/kg,,,,,,,,,
831,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,JX,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999563486073217,0,4.3651392678776466E-6,1,0,-0.99999563486073217,498.93740436513929,96485,-193.38012741760102,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.46,"1:2,5 deionized water",34.680230446490079,621.00869274760646,3.4680230446490077,3.3129619458611224,122.7932522557866,0.33129619458611226,DCB,5.58,not reported,14,76,10,not reported,100,1.27,1.2699999999999999E-2,Millipore Water,10,-,10,1000,48,3779.5275590551182,3.5774375164196304,1.6812412373755872,Kd reportet as L/g is actually L/kg,,,,,,,,,
832,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,GX,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998050193418442,0,1.9498065815597068E-5,1,0,-0.99998050193418442,498.93741949806582,96485,-193.37719513237235,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.8099999999999996,"1:2,5 deionized water",43.787463209969317,784.0892328761629,4.3787463209969317,2.0004786190663006,74.146724205570806,0.20004786190663007,DCB,16.899999999999999,not reported,47,16,37,not reported,100,1.46,1.46E-2,Millipore Water,10,-,10,1000,14,958.90410958904113,2.981775179893801,1.146128035678238,Kd reportet as L/g is actually L/kg,,,,,,,,,
833,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,HLJ,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999998415106828,0,1.5848931673422437E-8,1,0,-0.99999998415106828,498.93740001584888,96485,-193.38097017331424,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.9,"1:2,5 deionized water",5.9036132506731791,105.71426718010886,0.59036132506731787,1.1590074539034916,42.958022754021179,0.11590074539034916,DCB,10.7,not reported,16,50,34,not reported,100,2.25,2.2499999999999999E-2,Millipore Water,10,-,10,1000,66,2933.3333333333335,3.4673614174305061,1.8195439355418688,Kd reportet as L/g is actually L/kg,,,,,,,,,
834,Changlong Wei,2017,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2017.03.040,soil,GD,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99993834430147344,0,6.1655698526593398E-5,1,0,-0.99993834430147344,498.93746165569854,96485,-193.36902630996445,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.3099999999999996,"1:2,5 deionized water",56.420076398021166,1010.2977240222251,5.6420076398021166,9.3937818752451943,348.17575519811692,0.9393781875245194,DCB,7.63,not reported,36,33,31,not reported,100,2.71,2.7099999999999999E-2,Millipore Water,10,-,10,1000,63,2324.7232472324722,3.3663712585791759,1.7993405494535817,Kd reportet as L/g is actually L/kg,,,,,,,,,
835,Kwadijk,2013,Chemosphere, 10.1016/j.chemosphere.2012.08.041,sediment,-,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999874107617315,0,1.2589238269029671E-6,1,0,-0.99999874107617315,498.93740125892379,96485,-193.38072930448382,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6,Non reported,Non reported,Non reported,Non reported,Non reported,Non reported,Non reported,Non reported,14.3477,KNN input,31.301833330000001,42.52566667,26.328499999999998,KNN input,100.15600000000001,2.6,2.6000000000000002E-2,Modified DSW,50,-,50,5000,15.848931924611136,609.57430479273592,2.785026652029182,1.2,Kd approximately extracted from Figure 1 at pH 6,,,,,,,,,
836,Gang Pan,2009,Environmental Pollution,doi:10.1016/j.envpol.2008.06.035,sediment,-,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999991682362976,0,8.3176370191957686E-8,1,0,-0.99999991682362976,498.93740008317633,96485,-193.38095712737351,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.18,1:2 Water,Non reported,Non reported,Non reported,Non reported,Non reported,Non reported,Non reported,6.87,not reported,41.137099999999997,37.024599999999992,21.452400000000001,KNN input,99.614099999999993,0.75,7.4999999999999997E-3,"0,5 mM CaCl2",66.666666666666671,-,100,1000,17.98,2397.3333333333335,3.3797284240055099,1.25478968739721,Kd reported at Cw = 0.1 ppm. Value reported in L/g is actually L/kg,,,,,,,,,
837,Mark L. Brusseau,2019,Environmental Science and Technology,10.1021/acs.est.9b02343,soil,Vintun,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999997488113634,0,2.5118863684138424E-8,1,0,-0.99999997488113634,498.93740002511885,96485,-193.38096837709284,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.7,Non reported,1.7,30.441400304414003,0.16999999999999998,1.4,51.890289103039287,0.13999999999999999,5 M HNO3,5.7535666666666669,KNN input,96,1.5,3,not reported,100.5,0.1,1E-3,SGW,500,-,10,10000,2.5885627679954286,2588.5627679954287,3.4130587003063049,0.41305870030630498,Calculated in this study at Cw = 10% S,1.24,(nmol/kg)/(nmol/L)^N,0.81,4.0384587789488693,10.39,26.895167159472507,2.5885627679954286,,
838,Mark L. Brusseau,2019,Environmental Science and Technology,10.1021/acs.est.9b02343,soil,Eustis,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999997488113634,0,2.5118863684138424E-8,1,0,-0.99999997488113634,498.93740002511885,96485,-193.38096837709284,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.7,Non reported,0.31,5.551078879040201,3.1E-2,0.69,25.574499629355078,6.8999999999999992E-2,5 M HNO3,5.7073166666666673,KNN input,95,0.6,4.4000000000000004,not reported,100,0.38,3.8E-3,SGW,500,-,10,10000,2.6324054048362351,692.73826443058817,2.8405691772024348,0.42035277381924485,Calculated in this study at Cw = 10% S,1.08,(nmol/kg)/(nmol/L)^N,0.77,4.5099772356334045,10.39,27.350692156248485,2.6324054048362351,,
839,Huiting Chen,2016,Chemosphere, 10.1016/j.chemosphere.2015.10.055,sediment,fresh sediment,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999996837722438,0,3.1622775601683729E-8,1,0,-0.99999996837722438,498.93740003162276,96485,-193.38096711683923,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.6,not reported,2.8492E-2,0.51019786910197873,2.8492000000000001E-3,1.2054E-2,0.4467753891771683,1.2054000000000001E-3,not reported,15.90036666666667,KNN input,4,61,35,not reported,100,2.52,2.52E-2,1 mM NaHCO3 + 1 mM NaCl,125,-,0.5,100,2.8183829312644542,111.84059251049422,2.048599459218456,0.45000000000000007,Reported Kd at Cw = 2.5 ppb,,,,,,,,,
840,McLachlan,2019,Chemosphere, 10.1016/j.chemosphere.2019.02.012,soil,Lower Layer,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999292059227451,0,7.0794077254728099E-6,1,0,-0.99999292059227451,498.93740707940771,96485,-193.3796014777256,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.25,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,5.7023166666666656,KNN input,100,0,0,not reported,100,0.4,4.0000000000000001E-3,deionized water,200,-,1,1000,12.6,3150,3.4983105537896004,1.1003705451175629,Mean Kd value at the certain condition reported in Table S9,,,,,,,,,
841,McLachlan,2019,Chemosphere, 10.1016/j.chemosphere.2019.02.012,soil,Upper layer,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999730847244039,0,2.6915275595868084E-6,1,0,-0.99999730847244039,498.9374026915275,96485,-193.38045171092526,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.67,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,9.2037666666666649,KNN input,71,24,5,not reported,100,0.93,9.300000000000001E-3,deionized water,200,-,1,1000,3.6,387.09677419354836,2.587819552213352,0.55630250076728727,Mean Kd value at the certain condition reported in Table S9,,,,,,,,,
842,Aly,2019,Env Sci WR&T,10.1039/c9ew00426b,soil,-,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999987410747471,0,1.2589252533048661E-7,1,0,-0.99999987410747471,498.93740012589251,96485,-193.38094885032569,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,26.903333333333332,not reported,31.549399999999999,38.265099999999997,30.404799999999991,KNN input,100.21929999999999,1.4433333333333334,1.4433333333333333E-2,"0,01 M NaHCO3",500,-,10,100,1.4,96.997690531177824,1.986761394044535,0.14612803567823801,Reported Kd originated from a linear isotherm,,,,,,,,,
843,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N1,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999988779816718,0,1.1220183284094351E-7,1,0,-0.99999988779816718,498.93740011220177,96485,-193.38095150315146,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.05,not reported,9.9,177.27639000805803,0.99,3.3,122.31282431430689,0.32999999999999996,E. A.,7.6433666666666662,KNN input,78,5,11,not reported,94,1.6,1.6E-2,15 PSU ASW,20,-,10,-,14.41,900.625,2.9545439981580643,1.1586639808139894,Reported Kd originated from a single spiked concentration,,,,,,,,,
844,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N4,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999993690426958,0,6.3095730466947729E-8,1,0,-0.99999993690426958,498.93740006309571,96485,-193.38096101837013,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.3,not reported,1.1000000000000001,19.697376667562004,0.11000000000000001,0.54,20.014825796886583,5.4000000000000006E-2,E. A.,14.54611666666667,KNN input,92,0.7,3.1,not reported,95.8,0.5,5.0000000000000001E-3,15 PSU ASW,20,-,10,-,10.69,2138,3.3300077008727591,1.0289777052087781,Reported Kd originated from a single spiked concentration,,,,,,,,,
845,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N7,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999991871695504,0,8.128304500947571E-8,1,0,-0.99999991871695504,498.93740008128299,96485,-193.38095749424042,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.19,not reported,3,53.720118184260009,0.3,1.2,44.477390659747961,0.12,E. A.,5.4888166666666667,KNN input,83,1.9,5.3,not reported,90.2,2.7,2.7000000000000003E-2,15 PSU ASW,20,-,10,-,24.69,914.44444444444434,2.9611573257729451,1.3925210899319322,Reported Kd originated from a single spiked concentration,,,,,,,,,
846,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N9-FC,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999999601892845,0,3.9810715470456442E-8,1,0,-0.9999999601892845,498.93740003981065,96485,-193.38096553027393,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.5,not reported,2.2000000000000002,39.394753335124008,0.22000000000000003,8,296.51593773165308,0.8,E. A.,5.670066666666667,KNN input,76,6,13,not reported,95,1.1000000000000001,1.1000000000000001E-2,15 PSU ASW,20,-,10,-,9.76,887.27272727272714,2.9480571325084668,0.98944981766669182,Reported Kd originated from a single spiked concentration,,,,,,,,,
847,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N10-TC,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999981379132097,0,1.8620867899260757E-7,1,0,-0.99999981379132097,498.93740018620866,96485,-193.38093716295151,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.83,not reported,47,841.61518488674005,4.7,20,741.28984432913273,2,E. A.,8.2616166666666668,KNN input,13,14,53,not reported,80,5,0.05,15 PSU ASW,20,-,10,-,35.04,700.8,2.8455940931600243,1.5445640974960431,Reported Kd originated from a single spiked concentration,,,,,,,,,
848,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N12,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999979107043058,0,2.0892956943382908E-7,1,0,-0.99999979107043058,498.93740020892955,96485,-193.3809327603573,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.78,not reported,21,376.04082728982007,2.1,1.8,66.716085989621945,0.18,E. A.,5.6660666666666657,KNN input,88,2.1,5.7,not reported,95.8,1.1000000000000001,1.1000000000000001E-2,15 PSU ASW,20,-,10,-,17.25,1568.181818181818,3.1953964142510678,1.2367890994092929,Reported Kd originated from a single spiked concentration,,,,,,,,,
849,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N13,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999973697327005,0,2.6302673000645904E-7,1,0,-0.99999973697327005,498.93740026302675,96485,-193.38092227802846,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.68,not reported,0.62,11.102157758080402,6.2E-2,0.7,25.945144551519643,6.9999999999999993E-2,E. A.,9.8359666666666676,KNN input,96,0,0.5,not reported,96.5,0.3,3.0000000000000001E-3,15 PSU ASW,20,-,10,-,4.6100000000000003,1536.6666666666667,3.1865796706699858,0.6637009253896482,Reported Kd originated from a single spiked concentration,,,,,,,,,
850,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N14,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999925869030826,0,7.413096917604484E-7,1,0,-0.99999925869030826,498.93740074130966,96485,-193.38082960182842,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.23,not reported,25,447.66765153550006,2.5,11,407.70941438102295,1.1000000000000001,E. A.,5.7400666666666664,KNN input,75,8.6,8.8000000000000007,not reported,92.399999999999991,3.6,3.6000000000000004E-2,15 PSU ASW,20,-,10,-,30.37,843.61111111111109,2.926142291150978,1.4824447919182653,Reported Kd originated from a single spiked concentration,,,,,,,,,
851,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N15,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999993543458121,0,6.4565418734771836E-8,1,0,-0.99999993543458121,498.93740006456534,96485,-193.38096073359074,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.29,not reported,5.3,94.905542125526011,0.53,2.1,77.835433654558926,0.21000000000000002,E. A.,6.4225666666666674,KNN input,90,2.2999999999999998,0.3,not reported,92.6,0.7,6.9999999999999993E-3,15 PSU ASW,20,-,10,-,9.52,1360,3.1335389083702174,0.97863694838447435,Reported Kd originated from a single spiked concentration,,,,,,,,,
852,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,N!6,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999992237529434,0,7.7624705637273547E-8,1,0,-0.99999992237529434,498.93740007762466,96485,-193.38095820311156,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.21,not reported,37,662.54812427254012,3.7,4.9000000000000004,181.61601186063751,0.49000000000000005,E. A.,8.0642166666666668,KNN input,57,8,15,not reported,80,4.8,4.8000000000000001E-2,15 PSU ASW,20,-,10,-,18.05,376.04166666666669,2.5752359688660897,1.2564772062416767,Reported Kd originated from a single spiked concentration,,,,,,,,,
853,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,S6,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999987977357097,0,1.2022642900734515E-7,1,0,-0.99999987977357097,498.93740012022636,96485,-193.38094994823703,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.02,not reported,22,393.94753335124005,2.2000000000000002,5.9,218.68050407709413,0.59000000000000008,E. A.,14.11508666666667,KNN input,45,24,20,not reported,89,2.9,2.8999999999999998E-2,15 PSU ASW,20,-,10,-,34.72,1197.2413793103449,3.0781817186054981,1.5405797165044544,Reported Kd originated from a single spiked concentration,,,,,,,,,
854,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,S7,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999994629682321,0,5.3703176752993845E-8,1,0,-0.99999994629682321,498.93740005370313,96485,-193.38096283835171,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.37,not reported,6.9,123.55627182379801,0.69000000000000006,3.1,114.89992587101557,0.31,E. A.,15.382516666666669,KNN input,73,4,9,not reported,86,5.7,5.7000000000000002E-2,15 PSU ASW,20,-,10,-,37.200000000000003,652.63157894736844,2.8146680842094063,1.5705429398818975,Reported Kd originated from a single spiked concentration,,,,,,,,,
855,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,S9,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999996532631619,0,3.467368384298878E-8,1,0,-0.99999996532631619,498.93740003467366,96485,-193.38096652566915,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.56,not reported,1.5,26.860059092130005,0.15,0.6,22.23869532987398,0.06,E. A.,11.48601666666667,KNN input,98,0.1,0.6,not reported,98.699999999999989,0.1,1E-3,15 PSU ASW,20,-,10,-,3.8,3799.9999999999995,3.5797835966168101,0.57978359661681012,Reported Kd originated from a single spiked concentration,,,,,,,,,
856,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,S11,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999997601167134,0,2.3988328614754938E-8,1,0,-0.99999997601167134,498.93740002398823,96485,-193.38096859615501,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.72,not reported,12,214.88047273704004,1.2,5.8,214.97405485544849,0.57999999999999996,E. A.,8.416266666666667,KNN input,32,31,38,not reported,101,11,0.11,15 PSU ASW,20,-,10,-,102.56,932.36363636363637,2.9695853270165173,2.0109780121747423,Reported Kd originated from a single spiked concentration,,,,,,,,,
857,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,S13,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999984151070587,0,1.584892941272506E-7,1,0,-0.99999984151070587,498.93740015848931,96485,-193.38094253409676,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.9,not reported,42,752.08165457964014,4.2,1,37.064492216456635,0.1,E. A.,5.6875666666666662,KNN input,19,36,32,not reported,87,5.9,5.9000000000000004E-2,15 PSU ASW,20,-,10,-,44.9,761.01694915254234,2.881394329361179,1.6522463410033232,Reported Kd originated from a single spiked concentration,,,,,,,,,
858,Oliver,2020,Science of the Total Environment, 10.1016/j.scitotenv.2020.1372630048-9697,soil,Syd1,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999979107043058,0,2.0892956943382908E-7,1,0,-0.99999979107043058,498.93740020892955,96485,-193.3809327603573,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.78,not reported,15,268.60059092130001,1.5,4.9000000000000004,181.61601186063751,0.49000000000000005,E. A.,6.7671166666666656,KNN input,79,4,9,not reported,92,3.2,3.2000000000000001E-2,15 PSU ASW,20,-,10,-,35.1,1096.875,3.040157138145918,1.5453071164658241,Reported Kd originated from a single spiked concentration,,,,,,,,,
